Id,Time,Machine,Component,Parameter,Value
4,2022-11-19 14:09:21+00:00,Asphalt_Paver_1,Misc,Air Filter Pressure,26
14,2022-11-19 14:47:40+00:00,Asphalt_Paver_1,Misc,Exhaust Gas Temparature,195
48,03-06-2022 08:09,Excavator_1,Engine,Temparature,104.0005927
5,12-05-2022 02:05,Articulated_Truck_1,Fuel,Water in Fuel,70.07360211
24,27-05-2022 06:25,Articulated_Truck_1,Engine,Temparature,103.9172753
23,12-05-2022 20:36,Backhoe_Loader_1,Drive,Transmission Pressure,231.1046407
42,28-06-2022 04:06,Excavator_1,Engine,Oil Pressure,38.97763797
44,15-06-2022 17:30,Dozer_1,Fuel,Temparature,215.0509944
37,25-06-2022 15:39,Backhoe_Loader_1,Fuel,Temparature,202.0266984
1,28-06-2022 01:17,Articulated_Truck_1,Drive,Brake Control,1.964280929
39,13-05-2022 03:23,Excavator_1,Drive,Pedal Sensor,4.364939919
26,09-06-2022 02:21,Articulated_Truck_1,Drive,Pedal Sensor,4.129575642
2,01-06-2022 21:02,Articulated_Truck_1,Misc,Exhaust Gas Temparature,190.0397635
34,06-05-2022 19:46,Excavator_1,Misc,Exhaust Gas Temparature,195.0575922
47,30-05-2022 09:02,Articulated_Truck_1,Drive,Brake Control,2.113785628
44,07-06-2022 20:54,Backhoe_Loader_1,Drive,Pedal Sensor,3.043588511
32,16-06-2022 19:53,Excavator_1,Misc,Air Filter Pressure,34.00735971
25,09-05-2022 10:36,Excavator_1,Misc,System Voltage,12.46749204
22,08-05-2022 10:33,Dozer_1,Misc,Exhaust Gas Temparature,331.8914702
9,10-05-2022 09:05,Dozer_1,Fuel,Water in Fuel,1314.831302
6,26-05-2022 15:48,Backhoe_Loader_1,Engine,Oil Pressure,51.08657679
20,08-05-2022 17:09,Articulated_Truck_1,Engine,Oil Pressure,54.99590247
47,08-06-2022 00:46,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,91.11672101
12,13-06-2022 09:02,Articulated_Truck_1,Engine,Speed,1344.98937
4,07-06-2022 03:43,Excavator_1,Drive,Transmission Pressure,263.1486823
42,27-06-2022 03:29,Excavator_1,Misc,Exhaust Gas Temparature,311.9487583
5,23-06-2022 11:02,Articulated_Truck_1,Engine,Speed,1749.933844
45,11-05-2022 13:16,Excavator_1,Engine,Speed,1779.085983
33,20-05-2022 02:50,Backhoe_Loader_1,Drive,Pedal Sensor,4.753137328
14,12-05-2022 15:06,Backhoe_Loader_1,Fuel,Level,5.938988424
25,25-06-2022 11:08,Backhoe_Loader_1,Drive,Transmission Pressure,261.8484411
2,08-06-2022 20:46,Excavator_1,Misc,Exhaust Gas Temparature,304.061668
7,03-06-2022 19:01,Articulated_Truck_1,Drive,Pedal Sensor,3.90081872
43,22-05-2022 11:05,Articulated_Truck_1,Engine,Speed,1590.057942
3,12-06-2022 06:40,Backhoe_Loader_1,Engine,Oil Pressure,30.02057434
3,06-06-2022 06:35,Backhoe_Loader_1,Drive,Pedal Sensor,4.757666792
47,28-05-2022 20:46,Articulated_Truck_1,Misc,Hydraulic Pump Rate,108.8223812
13,11-05-2022 03:11,Excavator_1,Drive,Transmission Pressure,403.0791492
1,07-05-2022 09:44,Dozer_1,Engine,Speed,1579.873485
34,27-06-2022 04:19,Excavator_1,Drive,Transmission Pressure,202.9830761
28,09-05-2022 15:57,Excavator_1,Fuel,Pressure,44.00173265
7,02-05-2022 15:33,Articulated_Truck_1,Fuel,Temparature,-0.155627205
22,28-05-2022 05:24,Dozer_1,Engine,Oil Pressure,48.01251076
34,10-06-2022 23:04,Backhoe_Loader_1,Engine,Speed,1433.965667
44,20-05-2022 08:34,Articulated_Truck_1,Drive,Pedal Sensor,4.596328606
45,17-05-2022 04:51,Dozer_1,Misc,System Voltage,12.12153736
19,04-06-2022 13:31,Dozer_1,Engine,Speed,1664.984797
30,11-06-2022 21:31,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,197.8828803
31,13-06-2022 13:46,Excavator_1,Engine,Oil Pressure,28.9914894
17,17-06-2022 05:25,Articulated_Truck_1,Drive,Brake Control,2.048291431
20,26-05-2022 06:06,Dozer_1,Drive,Brake Control,10.1879729
22,09-05-2022 02:05,Backhoe_Loader_1,Drive,Pedal Sensor,2.955242997
34,13-05-2022 20:51,Dozer_1,Drive,Transmission Pressure,248.9276718
31,14-06-2022 21:59,Excavator_1,Fuel,Water in Fuel,413.0806367
21,03-06-2022 01:26,Backhoe_Loader_1,Fuel,Water in Fuel,1300.106058
27,09-05-2022 05:13,Dozer_1,Drive,Brake Control,1.129850161
26,07-06-2022 19:41,Excavator_1,Engine,Temparature,92.84802178
6,27-05-2022 23:46,Dozer_1,Drive,Transmission Pressure,221.9088636
42,17-06-2022 22:02,Excavator_1,Fuel,Water in Fuel,1047.025151
29,27-06-2022 20:22,Dozer_1,Fuel,Water in Fuel,370.9035043
38,18-05-2022 18:36,Dozer_1,Engine,Speed,1724.222048
31,05-05-2022 23:19,Backhoe_Loader_1,Drive,Pedal Sensor,4.48399507
21,27-06-2022 13:06,Excavator_1,Drive,Transmission Pressure,373.9806164
7,27-06-2022 21:18,Backhoe_Loader_1,Fuel,Temparature,225.0103442
32,28-05-2022 10:16,Articulated_Truck_1,Misc,Air Filter Pressure,35.02836169
17,27-06-2022 23:49,Backhoe_Loader_1,Fuel,Water in Fuel,1230.139742
19,21-05-2022 12:46,Excavator_1,Misc,Hydraulic Pump Rate,95.93399302
40,12-05-2022 04:55,Articulated_Truck_1,Misc,Air Filter Pressure,36.07542497
39,04-06-2022 02:56,Dozer_1,Fuel,Water in Fuel,348.0771403
17,09-05-2022 05:29,Backhoe_Loader_1,Drive,Brake Control,2.184721922
3,07-05-2022 16:15,Excavator_1,Engine,Oil Pressure,59.13961072
6,28-06-2022 13:49,Dozer_1,Engine,Oil Pressure,60.98254475
10,09-05-2022 09:14,Articulated_Truck_1,Engine,Speed,1800.040348
23,30-05-2022 05:05,Excavator_1,Engine,Speed,1593.083301
6,06-05-2022 05:00,Excavator_1,Drive,Transmission Pressure,255.065622
33,18-06-2022 12:26,Articulated_Truck_1,Misc,System Voltage,15.08673925
48,25-06-2022 16:29,Dozer_1,Engine,Temparature,104.1909943
47,24-05-2022 05:15,Dozer_1,Drive,Brake Control,3.028704315
23,26-06-2022 09:05,Excavator_1,Fuel,Temparature,300.1840551
4,22-05-2022 23:13,Excavator_1,Fuel,Pressure,43.02618374
35,06-06-2022 11:23,Articulated_Truck_1,Fuel,Water in Fuel,144.1028934
40,12-05-2022 07:55,Excavator_1,Engine,Temparature,74.98054904
15,13-06-2022 06:03,Dozer_1,Drive,Transmission Pressure,253.0497768
46,03-05-2022 22:05,Dozer_1,Misc,Exhaust Gas Temparature,291.0922546
45,21-06-2022 16:34,Backhoe_Loader_1,Misc,System Voltage,14.84989019
10,27-05-2022 15:05,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,353.8387936
23,25-06-2022 08:31,Dozer_1,Drive,Transmission Pressure,450.0084552
31,21-06-2022 14:37,Articulated_Truck_1,Misc,Hydraulic Pump Rate,117.9493386
6,03-06-2022 18:21,Excavator_1,Fuel,Level,9.988951376
25,14-06-2022 01:45,Dozer_1,Drive,Transmission Pressure,435.2330146
28,01-06-2022 18:40,Dozer_1,Fuel,Pressure,54.26317862
36,30-06-2022 05:14,Backhoe_Loader_1,Drive,Brake Control,4.019166423
19,16-05-2022 16:26,Excavator_1,Drive,Brake Control,7.874059428
21,06-06-2022 19:04,Excavator_1,Engine,Speed,1711.827486
44,16-06-2022 04:04,Excavator_1,Misc,Air Filter Pressure,30.89625756
20,21-06-2022 14:25,Dozer_1,Engine,Oil Pressure,53.84703619
43,29-05-2022 10:08,Articulated_Truck_1,Drive,Transmission Pressure,300.0151595
4,16-05-2022 08:00,Dozer_1,Engine,Temparature,88.98180781
42,09-05-2022 09:11,Dozer_1,Fuel,Water in Fuel,1179.001918
45,26-06-2022 05:57,Articulated_Truck_1,Drive,Transmission Pressure,369.0040406
19,20-06-2022 13:46,Articulated_Truck_1,Engine,Speed,1649.929738
8,05-05-2022 11:01,Dozer_1,Misc,Air Filter Pressure,20.89413695
24,04-05-2022 04:55,Excavator_1,Fuel,Pressure,36.9329658
40,09-06-2022 16:33,Backhoe_Loader_1,Engine,Temparature,93.05354164
36,15-05-2022 14:06,Dozer_1,Misc,Air Filter Pressure,26.00402832
23,09-06-2022 23:05,Articulated_Truck_1,Drive,Transmission Pressure,321.2109294
50,06-06-2022 13:37,Dozer_1,Misc,Exhaust Gas Temparature,299.8600407
47,14-06-2022 04:29,Dozer_1,Misc,Hydraulic Pump Rate,119.0625846
10,19-06-2022 18:36,Excavator_1,Engine,Speed,1759.983489
14,20-06-2022 09:17,Articulated_Truck_1,Fuel,Level,9.134264788
25,02-05-2022 17:27,Backhoe_Loader_1,Misc,System Voltage,14.26759525
45,13-05-2022 23:56,Excavator_1,Fuel,Pressure,37.15713814
22,21-06-2022 03:15,Articulated_Truck_1,Misc,Exhaust Gas Temparature,210.2200355
47,03-06-2022 00:49,Backhoe_Loader_1,Engine,Oil Pressure,25.98437274
28,08-05-2022 10:59,Backhoe_Loader_1,Drive,Brake Control,2.139540544
4,05-06-2022 00:21,Excavator_1,Misc,Air Filter Pressure,21.91777548
13,10-06-2022 15:00,Backhoe_Loader_1,Engine,Temparature,78.98133592
20,14-06-2022 12:34,Backhoe_Loader_1,Misc,Air Filter Pressure,23.01081156
16,22-06-2022 02:38,Backhoe_Loader_1,Engine,Speed,1743.925607
29,22-06-2022 14:04,Articulated_Truck_1,Misc,System Voltage,13.30951268
23,09-05-2022 15:32,Backhoe_Loader_1,Engine,Speed,1421.963441
21,29-05-2022 16:46,Articulated_Truck_1,Misc,System Voltage,14.60174504
31,16-05-2022 23:49,Backhoe_Loader_1,Fuel,Water in Fuel,393.0678899
50,07-06-2022 09:20,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,198.8940462
24,02-06-2022 22:34,Dozer_1,Misc,Air Filter Pressure,20.06014612
13,04-06-2022 18:32,Dozer_1,Fuel,Water in Fuel,230.9202898
29,14-05-2022 13:38,Backhoe_Loader_1,Engine,Temparature,87.00499395
28,07-06-2022 12:07,Articulated_Truck_1,Misc,Air Filter Pressure,33.06164458
31,24-05-2022 09:35,Excavator_1,Misc,Hydraulic Pump Rate,101.930245
49,02-06-2022 02:02,Excavator_1,Drive,Brake Control,6.900753579
19,04-06-2022 19:05,Excavator_1,Fuel,Temparature,295.2198747
24,30-06-2022 05:18,Backhoe_Loader_1,Misc,Air Filter Pressure,22.95759315
26,06-06-2022 02:45,Dozer_1,Engine,Temparature,88.84466103
45,07-06-2022 19:16,Backhoe_Loader_1,Engine,Speed,1397.972684
32,18-05-2022 07:43,Backhoe_Loader_1,Drive,Transmission Pressure,377.1000004
9,16-06-2022 18:04,Articulated_Truck_1,Drive,Brake Control,3.093079235
48,06-05-2022 18:11,Articulated_Truck_1,Fuel,Temparature,-0.086666777
31,18-06-2022 12:33,Dozer_1,Engine,Oil Pressure,50.05942389
27,27-06-2022 14:43,Articulated_Truck_1,Misc,Hydraulic Pump Rate,118.8643575
7,19-06-2022 05:59,Dozer_1,Misc,Hydraulic Pump Rate,119.1192599
14,21-05-2022 20:03,Articulated_Truck_1,Misc,Exhaust Gas Temparature,265.0671921
2,01-06-2022 06:08,Dozer_1,Drive,Transmission Pressure,336.9135381
29,20-06-2022 12:34,Backhoe_Loader_1,Fuel,Water in Fuel,1785.088692
21,12-06-2022 05:42,Dozer_1,Engine,Speed,1397.869287
14,29-05-2022 13:59,Dozer_1,Engine,Oil Pressure,50.07635555
24,23-06-2022 02:05,Dozer_1,Engine,Temparature,94.9440803
25,18-05-2022 23:31,Backhoe_Loader_1,Engine,Oil Pressure,54.96970464
5,24-06-2022 17:00,Dozer_1,Engine,Speed,1455.884335
22,03-06-2022 22:35,Backhoe_Loader_1,Engine,Oil Pressure,38.99100555
15,14-06-2022 16:03,Articulated_Truck_1,Engine,Temparature,99.96890931
27,09-06-2022 15:48,Articulated_Truck_1,Fuel,Temparature,-0.036844911
8,18-05-2022 16:12,Backhoe_Loader_1,Misc,Air Filter Pressure,27.05469399
46,01-05-2022 06:33,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,297.0189812
9,18-06-2022 10:48,Articulated_Truck_1,Engine,Oil Pressure,63.87822463
12,12-05-2022 21:22,Excavator_1,Fuel,Pressure,35.03297226
14,28-05-2022 05:42,Dozer_1,Fuel,Level,6.131016304
18,09-05-2022 01:20,Dozer_1,Fuel,Level,3.032813166
41,10-05-2022 04:13,Dozer_1,Fuel,Level,5.127762043
5,19-06-2022 00:00,Backhoe_Loader_1,Fuel,Water in Fuel,124.9653697
43,27-05-2022 18:46,Dozer_1,Fuel,Level,1.912254493
29,10-05-2022 05:58,Backhoe_Loader_1,Drive,Brake Control,8.088640573
5,29-05-2022 00:32,Excavator_1,Drive,Pedal Sensor,3.616566181
21,06-06-2022 17:28,Backhoe_Loader_1,Drive,Transmission Pressure,404.022692
46,28-05-2022 12:10,Dozer_1,Drive,Pedal Sensor,5.182035635
38,03-06-2022 14:43,Excavator_1,Misc,Exhaust Gas Temparature,347.8281076
23,21-06-2022 05:32,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,96.01233362
1,12-05-2022 09:47,Articulated_Truck_1,Engine,Speed,1699.997848
12,14-05-2022 09:28,Excavator_1,Drive,Pedal Sensor,4.701290661
3,15-05-2022 18:09,Dozer_1,Fuel,Temparature,297.9203525
40,11-05-2022 14:11,Excavator_1,Misc,Air Filter Pressure,20.13612488
40,15-06-2022 17:27,Backhoe_Loader_1,Misc,Air Filter Pressure,23.03613953
11,06-05-2022 16:01,Articulated_Truck_1,Misc,Hydraulic Pump Rate,109.9255913
5,20-06-2022 12:05,Excavator_1,Misc,System Voltage,13.8329862
16,23-05-2022 01:33,Articulated_Truck_1,Engine,Speed,1455.047481
35,03-05-2022 17:36,Excavator_1,Misc,Hydraulic Pump Rate,119.9415263
28,19-05-2022 19:47,Excavator_1,Misc,Air Filter Pressure,34.97269088
46,30-06-2022 03:37,Dozer_1,Engine,Temparature,89.18558738
20,25-05-2022 02:23,Excavator_1,Fuel,Pressure,45.04665753
7,28-05-2022 23:52,Articulated_Truck_1,Engine,Temparature,79.99858747
45,25-05-2022 09:44,Backhoe_Loader_1,Fuel,Pressure,43.94845016
44,05-05-2022 09:52,Backhoe_Loader_1,Misc,Air Filter Pressure,28.85843251
20,09-06-2022 03:52,Articulated_Truck_1,Fuel,Pressure,62.12946752
3,01-06-2022 18:55,Articulated_Truck_1,Engine,Oil Pressure,59.84787772
7,14-05-2022 13:26,Excavator_1,Misc,Hydraulic Pump Rate,92.08885144
16,17-05-2022 20:48,Dozer_1,Misc,Air Filter Pressure,31.0501359
25,17-06-2022 23:54,Articulated_Truck_1,Misc,System Voltage,15.00060234
18,16-05-2022 21:44,Backhoe_Loader_1,Engine,Temparature,93.09784973
11,06-05-2022 20:00,Excavator_1,Drive,Transmission Pressure,442.9936718
15,12-05-2022 03:24,Dozer_1,Misc,Hydraulic Pump Rate,110.8134069
10,27-05-2022 18:48,Backhoe_Loader_1,Drive,Brake Control,8.913522905
18,12-06-2022 14:23,Dozer_1,Drive,Brake Control,2.098256619
50,24-05-2022 13:05,Dozer_1,Drive,Transmission Pressure,444.0709141
6,29-06-2022 02:58,Articulated_Truck_1,Drive,Transmission Pressure,374.9791014
19,20-06-2022 02:33,Backhoe_Loader_1,Engine,Speed,1665.95125
19,24-06-2022 02:03,Articulated_Truck_1,Drive,Brake Control,3.982018226
17,06-06-2022 23:08,Dozer_1,Fuel,Water in Fuel,1210.113269
30,13-05-2022 08:52,Dozer_1,Misc,Exhaust Gas Temparature,353.0402148
11,28-06-2022 19:18,Articulated_Truck_1,Fuel,Temparature,-0.007941285
10,24-06-2022 09:38,Articulated_Truck_1,Fuel,Level,9.06212376
37,23-06-2022 05:33,Excavator_1,Engine,Temparature,91.95055793
50,21-06-2022 13:02,Dozer_1,Engine,Oil Pressure,64.02555023
20,28-06-2022 05:59,Backhoe_Loader_1,Drive,Brake Control,9.092031377
26,02-05-2022 04:59,Excavator_1,Misc,Exhaust Gas Temparature,344.8807668
48,21-06-2022 08:14,Backhoe_Loader_1,Fuel,Temparature,315.7994097
21,25-05-2022 08:41,Excavator_1,Fuel,Water in Fuel,263.0733832
17,13-05-2022 19:38,Backhoe_Loader_1,Engine,Oil Pressure,39.92573786
41,06-06-2022 13:10,Excavator_1,Fuel,Level,2.963769599
22,25-06-2022 20:18,Articulated_Truck_1,Engine,Oil Pressure,65.12788949
7,09-05-2022 12:13,Dozer_1,Drive,Pedal Sensor,3.625429981
1,28-06-2022 23:08,Dozer_1,Drive,Brake Control,7.01018451
40,28-06-2022 18:33,Excavator_1,Fuel,Level,5.950321472
43,20-05-2022 15:01,Excavator_1,Drive,Transmission Pressure,275.0167169
22,02-05-2022 07:48,Excavator_1,Misc,Exhaust Gas Temparature,239.8966105
18,23-06-2022 07:57,Excavator_1,Fuel,Level,6.024973771
16,10-05-2022 14:45,Backhoe_Loader_1,Misc,Air Filter Pressure,27.09399291
6,04-05-2022 21:10,Dozer_1,Misc,Exhaust Gas Temparature,368.0578
25,30-06-2022 22:11,Articulated_Truck_1,Fuel,Water in Fuel,111.9249623
42,30-06-2022 03:23,Excavator_1,Drive,Pedal Sensor,4.787346243
36,16-05-2022 17:11,Dozer_1,Drive,Brake Control,9.82467378
15,28-06-2022 11:29,Backhoe_Loader_1,Engine,Temparature,93.02074912
46,18-06-2022 17:38,Dozer_1,Fuel,Water in Fuel,1030.797236
11,07-05-2022 18:50,Backhoe_Loader_1,Drive,Transmission Pressure,385.0464416
3,19-06-2022 04:00,Articulated_Truck_1,Misc,Hydraulic Pump Rate,115.1344115
43,07-05-2022 01:46,Excavator_1,Fuel,Level,9.0628876
27,22-06-2022 07:08,Excavator_1,Engine,Speed,1682.729653
35,12-06-2022 09:01,Dozer_1,Drive,Pedal Sensor,3.754563925
11,26-06-2022 04:18,Excavator_1,Fuel,Temparature,388.9272721
26,18-06-2022 19:57,Dozer_1,Misc,Exhaust Gas Temparature,227.9184586
20,15-06-2022 16:45,Articulated_Truck_1,Misc,Air Filter Pressure,29.0908488
18,07-06-2022 02:38,Articulated_Truck_1,Fuel,Level,7.023397701
47,26-06-2022 10:29,Backhoe_Loader_1,Drive,Brake Control,8.20481449
7,22-05-2022 15:47,Backhoe_Loader_1,Drive,Pedal Sensor,3.752512658
39,09-05-2022 08:23,Articulated_Truck_1,Engine,Oil Pressure,46.06548796
26,29-05-2022 05:21,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,265.0867371
10,06-06-2022 17:21,Dozer_1,Engine,Speed,1580.839705
31,13-06-2022 19:53,Articulated_Truck_1,Drive,Pedal Sensor,3.689771288
30,24-06-2022 15:39,Excavator_1,Drive,Transmission Pressure,273.9665043
15,29-06-2022 01:08,Articulated_Truck_1,Drive,Transmission Pressure,336.8454181
30,04-06-2022 22:21,Articulated_Truck_1,Fuel,Level,4.129899707
44,01-05-2022 15:13,Dozer_1,Drive,Pedal Sensor,4.307697042
6,23-06-2022 17:33,Backhoe_Loader_1,Drive,Transmission Pressure,376.1021258
7,05-05-2022 13:18,Excavator_1,Drive,Pedal Sensor,3.268764633
37,15-06-2022 00:53,Dozer_1,Engine,Temparature,89.02454912
44,15-05-2022 18:00,Articulated_Truck_1,Engine,Oil Pressure,44.09392415
20,19-05-2022 10:27,Excavator_1,Engine,Oil Pressure,57.99487287
14,09-05-2022 12:01,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,363.8405183
21,28-05-2022 06:46,Dozer_1,Fuel,Water in Fuel,1490.967506
29,23-05-2022 18:32,Dozer_1,Misc,System Voltage,13.45368523
9,03-05-2022 12:48,Dozer_1,Drive,Brake Control,4.974976319
14,10-05-2022 02:55,Excavator_1,Fuel,Level,3.990242429
11,29-05-2022 10:17,Dozer_1,Misc,Hydraulic Pump Rate,120.0190865
4,25-06-2022 22:35,Dozer_1,Misc,Air Filter Pressure,33.9793135
43,02-06-2022 08:59,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,82.06447732
29,14-06-2022 19:10,Excavator_1,Drive,Brake Control,1.035079528
9,20-05-2022 11:47,Backhoe_Loader_1,Engine,Oil Pressure,49.02918465
16,21-05-2022 01:03,Articulated_Truck_1,Misc,Air Filter Pressure,26.83731654
19,26-05-2022 00:09,Dozer_1,Fuel,Temparature,377.0422595
24,14-06-2022 08:05,Articulated_Truck_1,Drive,Pedal Sensor,4.361532406
23,18-06-2022 19:07,Articulated_Truck_1,Misc,Hydraulic Pump Rate,122.9687399
44,21-05-2022 16:46,Excavator_1,Fuel,Temparature,260.0630681
27,26-05-2022 21:27,Articulated_Truck_1,Engine,Speed,1470.110017
35,27-05-2022 13:21,Excavator_1,Engine,Temparature,78.99762957
21,02-06-2022 11:18,Articulated_Truck_1,Engine,Speed,1640.070688
26,16-06-2022 14:33,Excavator_1,Fuel,Level,8.99900105
32,11-05-2022 06:13,Dozer_1,Engine,Speed,1558.02751
21,24-06-2022 04:29,Backhoe_Loader_1,Misc,System Voltage,14.92838173
28,18-05-2022 19:01,Dozer_1,Engine,Oil Pressure,38.13959931
11,10-06-2022 14:57,Dozer_1,Fuel,Temparature,246.8766035
9,26-05-2022 20:01,Backhoe_Loader_1,Misc,System Voltage,13.49242229
30,11-06-2022 11:19,Backhoe_Loader_1,Drive,Transmission Pressure,255.9502556
45,05-05-2022 04:52,Articulated_Truck_1,Fuel,Pressure,43.91507862
39,03-05-2022 14:03,Excavator_1,Engine,Oil Pressure,40.87431446
5,22-05-2022 12:43,Backhoe_Loader_1,Misc,System Voltage,14.87521175
43,20-06-2022 17:33,Articulated_Truck_1,Fuel,Level,3.949221874
18,29-06-2022 22:26,Excavator_1,Misc,Exhaust Gas Temparature,212.958173
25,03-05-2022 06:45,Dozer_1,Misc,System Voltage,15.00170006
33,01-05-2022 04:00,Dozer_1,Engine,Oil Pressure,62.08691809
13,16-06-2022 09:20,Backhoe_Loader_1,Fuel,Water in Fuel,387.0823238
9,11-05-2022 08:31,Excavator_1,Engine,Oil Pressure,59.93708854
26,07-06-2022 18:45,Dozer_1,Drive,Pedal Sensor,3.707259254
38,15-06-2022 03:59,Dozer_1,Misc,Exhaust Gas Temparature,308.9720924
3,27-05-2022 06:31,Excavator_1,Misc,Hydraulic Pump Rate,124.092922
9,30-05-2022 14:08,Dozer_1,Engine,Oil Pressure,25.12400972
50,21-05-2022 16:36,Excavator_1,Drive,Transmission Pressure,363.0314648
33,13-05-2022 05:53,Excavator_1,Fuel,Temparature,351.9942706
41,06-05-2022 01:09,Excavator_1,Misc,System Voltage,15.27258635
9,18-05-2022 21:05,Excavator_1,Fuel,Water in Fuel,422.1949112
16,02-06-2022 17:40,Dozer_1,Drive,Pedal Sensor,3.17486852
3,29-06-2022 22:33,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,95.06201247
1,29-06-2022 22:23,Excavator_1,Drive,Brake Control,8.754193452
34,21-06-2022 04:35,Backhoe_Loader_1,Drive,Transmission Pressure,432.8095436
9,20-05-2022 12:23,Backhoe_Loader_1,Fuel,Water in Fuel,1697.096931
17,10-05-2022 15:23,Excavator_1,Drive,Brake Control,4.02326102
29,08-05-2022 22:00,Excavator_1,Engine,Temparature,86.99419924
32,20-06-2022 05:53,Excavator_1,Drive,Transmission Pressure,396.9247588
33,07-06-2022 12:29,Dozer_1,Drive,Pedal Sensor,4.540709057
17,05-06-2022 03:39,Dozer_1,Engine,Oil Pressure,42.9429699
28,17-05-2022 08:03,Articulated_Truck_1,Fuel,Pressure,59.05462059
11,20-06-2022 09:55,Backhoe_Loader_1,Engine,Oil Pressure,46.83454595
34,27-05-2022 20:00,Articulated_Truck_1,Misc,Exhaust Gas Temparature,177.0970543
48,22-06-2022 06:00,Dozer_1,Fuel,Temparature,307.9517436
26,15-05-2022 22:43,Backhoe_Loader_1,Fuel,Level,4.948375162
29,06-05-2022 09:45,Articulated_Truck_1,Fuel,Water in Fuel,118.964516
35,25-05-2022 10:00,Articulated_Truck_1,Drive,Pedal Sensor,3.566874999
16,22-05-2022 07:50,Backhoe_Loader_1,Fuel,Pressure,56.97236692
15,23-05-2022 21:06,Excavator_1,Drive,Transmission Pressure,381.1640843
41,23-05-2022 11:09,Backhoe_Loader_1,Misc,System Voltage,13.74452356
9,26-05-2022 18:34,Articulated_Truck_1,Fuel,Water in Fuel,73.00808041
40,01-05-2022 00:19,Dozer_1,Drive,Transmission Pressure,291.0414534
48,21-06-2022 04:13,Backhoe_Loader_1,Misc,Air Filter Pressure,34.02461076
16,04-05-2022 05:16,Excavator_1,Engine,Speed,1664.002823
28,07-06-2022 11:31,Articulated_Truck_1,Engine,Oil Pressure,36.00233862
35,27-05-2022 22:00,Dozer_1,Misc,Hydraulic Pump Rate,108.0844971
47,25-05-2022 10:28,Dozer_1,Engine,Oil Pressure,26.01760972
46,17-06-2022 13:33,Backhoe_Loader_1,Drive,Pedal Sensor,4.985406507
50,09-05-2022 03:25,Excavator_1,Misc,Exhaust Gas Temparature,262.1687978
13,15-05-2022 22:24,Articulated_Truck_1,Engine,Temparature,90.05986789
8,01-05-2022 19:51,Articulated_Truck_1,Engine,Speed,1600.025563
50,26-06-2022 11:10,Dozer_1,Fuel,Water in Fuel,1368.101485
8,04-06-2022 22:55,Backhoe_Loader_1,Drive,Brake Control,3.10005486
6,07-06-2022 14:19,Articulated_Truck_1,Fuel,Level,8.926633315
1,27-06-2022 21:17,Excavator_1,Fuel,Water in Fuel,434.0128621
27,20-05-2022 19:45,Backhoe_Loader_1,Drive,Brake Control,5.002975547
38,01-06-2022 07:11,Dozer_1,Fuel,Pressure,54.90649336
27,21-06-2022 17:17,Articulated_Truck_1,Drive,Brake Control,7.985871822
43,27-05-2022 23:04,Dozer_1,Drive,Transmission Pressure,348.1856556
46,11-06-2022 03:09,Articulated_Truck_1,Misc,Exhaust Gas Temparature,181.918817
15,30-05-2022 23:01,Excavator_1,Fuel,Temparature,317.9472345
47,24-05-2022 13:39,Excavator_1,Fuel,Level,1.918056453
24,26-05-2022 07:34,Backhoe_Loader_1,Drive,Pedal Sensor,3.22509066
41,05-05-2022 00:26,Dozer_1,Drive,Transmission Pressure,263.9580422
37,28-06-2022 18:23,Dozer_1,Misc,System Voltage,12.47957655
2,29-06-2022 18:42,Excavator_1,Engine,Temparature,93.2155311
8,07-05-2022 00:43,Excavator_1,Fuel,Pressure,35.97839291
36,26-06-2022 04:53,Articulated_Truck_1,Drive,Brake Control,1.885075971
40,12-05-2022 16:25,Dozer_1,Fuel,Level,6.973752115
29,26-05-2022 21:41,Excavator_1,Fuel,Water in Fuel,140.2503731
29,25-05-2022 20:53,Dozer_1,Engine,Temparature,102.9770118
2,14-06-2022 15:29,Backhoe_Loader_1,Drive,Transmission Pressure,218.9734083
41,05-05-2022 09:59,Articulated_Truck_1,Engine,Speed,1700.111587
41,26-05-2022 08:54,Dozer_1,Misc,System Voltage,13.43051105
13,09-06-2022 06:04,Excavator_1,Misc,System Voltage,12.28823353
12,05-05-2022 21:50,Backhoe_Loader_1,Drive,Pedal Sensor,4.47519362
39,20-05-2022 22:52,Articulated_Truck_1,Drive,Pedal Sensor,3.847273046
41,23-06-2022 02:41,Articulated_Truck_1,Drive,Transmission Pressure,376.8333224
4,23-06-2022 05:12,Backhoe_Loader_1,Misc,Air Filter Pressure,29.82961538
16,19-05-2022 21:20,Excavator_1,Fuel,Pressure,49.99785867
24,06-06-2022 07:17,Dozer_1,Drive,Pedal Sensor,3.946122697
30,12-05-2022 23:43,Backhoe_Loader_1,Engine,Speed,1434.804646
